,Brand,Transmission,Fuel,Kms,Price,year
2207,2013 Ford Ecosport,Manual,Diesel,"85,274 km","4,29,599",2013
2208,2017 Hyundai Creta,Manual,Diesel,"77,578 km","8,67,799",2017
2209,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
2210,2017 Hyundai Creta,Manual,Diesel,"77,578 km","8,67,799",2017
2211,2015 Ford Ecosport,Manual,Diesel,"43,310 km","5,10,399",2015
2212,2014 Maruti Swift Dzire,Manual,Diesel,"56,467 km","3,49,899",2014
2213,2017 Maruti Vitara Brezza,Manual,Diesel,"81,726 km","7,19,299",2017
2214,2016 Mahindra Scorpio,Manual,Diesel,"46,876 km","11,57,499",2016
2215,2019 MG HECTOR,Automatic,Petrol,"11,155 km","17,43,399",2019
2216,2018 Mahindra XUV500,Manual,Diesel,"47,006 km","13,21,999",2018
2217,2018 Maruti Vitara Brezza,Automatic,Diesel,"56,040 km","9,46,199",2018
2218,2017 Maruti Ciaz,Manual,Diesel,"66,396 km","5,76,599",2017
2219,2012 Maruti Swift Dzire,Manual,Petrol,"53,634 km","3,47,399",2012
2220,2013 Maruti Swift,Manual,Diesel,"65,561 km","3,32,699",2013
2221,2016 Maruti Swift,Manual,Petrol,"58,818 km","4,07,599",2016
2222,2014 Maruti Swift Dzire,Manual,Diesel,"55,542 km","3,43,799",2014
2223,2018 Maruti Vitara Brezza,Manual,Diesel,"71,192 km","6,74,099",2018
2224,2014 Maruti Swift Dzire,Manual,Diesel,"55,542 km","3,43,799",2014
2225,2013 Maruti Swift,Manual,Diesel,"1,14,506 km","3,30,499",2013
2226,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
2227,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
2228,2015 Maruti Swift,Manual,Diesel,"89,196 km","4,06,599",2015
2229,2014 Maruti Alto K10,Manual,Petrol,"40,562 km","2,87,299",2014
2230,2013 Maruti Swift,Manual,Diesel,"1,14,506 km","3,30,499",2013
2231,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
2232,2014 Maruti Alto K10,Manual,Petrol,"40,562 km","2,87,299",2014
2233,2013 Hyundai i20,Manual,Diesel,"37,840 km","3,33,699",2013
2234,2020 Ford Ecosport,Manual,Diesel,"32,965 km","7,68,199",2020
2235,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
2236,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
2237,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
2238,2015 Maruti Swift,Manual,Diesel,"18,206 km","3,97,699",2015
2239,2013 Maruti Swift,Manual,Diesel,"65,561 km","3,32,699",2013
2240,2015 Honda Amaze,Manual,Petrol,"69,906 km","4,67,499",2015
2241,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
2242,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
2243,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
2244,2014 Hyundai New Elantra,Manual,Diesel,"53,444 km","5,83,999",2014
2245,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
2246,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
2247,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
2248,2014 Maruti Swift Dzire,Manual,Diesel,"1,08,818 km","4,17,799",2014
2249,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
2250,2015 Maruti Swift,Manual,Petrol,"11,026 km","4,52,599",2015
2251,2013 Honda City,Manual,Petrol,"50,978 km","4,89,699",2013
2252,2017 Maruti Swift,Manual,Diesel,"97,591 km","5,09,199",2017
2253,2013 Maruti Swift,Manual,Petrol,"65,080 km","4,10,699",2013
2254,2013 Hyundai New Elantra,Manual,Diesel,"47,959 km","6,60,999",2013
2255,2017 Maruti Swift,Manual,Diesel,"52,121 km","5,73,799",2017
2256,2019 Honda City,Manual,Petrol,"17,133 km","9,14,399",2019
2257,2011 Toyota Corolla Altis,Manual,Petrol,"67,254 km","5,02,299",2011
2258,2013 Hyundai New Elantra,Manual,Diesel,"47,959 km","6,60,999",2013
2259,2015 Audi A6,Automatic,Diesel,"38,870 km","19,33,399",2015
2260,2016 Mahindra Scorpio,Manual,Diesel,"51,588 km","8,75,899",2016
2261,2019 Hyundai VENUE,Manual,Petrol,"31,118 km","8,67,899",2019
2262,2014 Hyundai Grand i10,Manual,Petrol,"42,956 km","4,25,099",2014
2263,2020 Ford Ecosport,Manual,Diesel,"32,965 km","7,68,199",2020
2264,2020 Maruti Alto,Manual,Petrol,"13,235 km","3,67,299",2020
2265,2015 Hyundai Creta,Automatic,Diesel,"72,344 km","8,54,099",2015
2266,2019 Hyundai NEW SANTRO,Automatic,Petrol,"16,945 km","5,50,199",2019
2267,2013 Ford Ecosport,Manual,Diesel,"85,274 km","4,29,599",2013
2268,2017 Hyundai Creta,Manual,Diesel,"77,578 km","8,67,799",2017
2269,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
2270,2017 Hyundai Creta,Manual,Diesel,"77,578 km","8,67,799",2017
2271,2017 Ford Ecosport,Manual,Diesel,"1,06,161 km","5,37,599",2017
2272,2014 Maruti Swift Dzire,Manual,Diesel,"56,467 km","3,49,899",2014
2273,2017 Maruti Vitara Brezza,Manual,Diesel,"81,726 km","7,19,299",2017
2274,2016 Mahindra Scorpio,Manual,Diesel,"46,876 km","11,57,499",2016
2275,2019 MG HECTOR,Automatic,Petrol,"11,155 km","17,43,399",2019
2276,2018 Mahindra XUV500,Manual,Diesel,"47,006 km","13,21,999",2018
2277,2018 Maruti Vitara Brezza,Automatic,Diesel,"56,040 km","9,46,199",2018
2278,2017 Maruti Ciaz,Manual,Diesel,"66,396 km","5,76,599",2017
2279,2012 Maruti Swift Dzire,Manual,Petrol,"53,634 km","3,47,399",2012
2280,2013 Maruti Swift,Manual,Diesel,"65,561 km","3,32,699",2013
2281,2016 Maruti Swift,Manual,Petrol,"58,818 km","4,07,599",2016
2282,2014 Maruti Swift Dzire,Manual,Diesel,"80,180 km","3,63,499",2014
2283,2013 Toyota Innova,Manual,Diesel,"63,967 km","6,59,299",2013
2284,2014 Maruti Swift Dzire,Manual,Diesel,"55,542 km","3,43,799",2014
2285,2013 Maruti Swift,Manual,Diesel,"1,14,506 km","3,30,499",2013
2286,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
2287,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
2288,2014 Maruti Swift Dzire,Manual,Diesel,"96,978 km","4,16,399",2014
2289,2014 Maruti Alto K10,Manual,Petrol,"40,562 km","2,87,299",2014
2290,2013 Maruti Swift,Manual,Diesel,"1,14,506 km","3,30,499",2013
2291,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
2292,2013 Maruti Swift,Manual,Diesel,"1,14,506 km","3,30,499",2013
2293,2013 Hyundai i20,Manual,Diesel,"37,840 km","3,33,699",2013
2294,2020 Ford Ecosport,Manual,Diesel,"32,965 km","7,68,199",2020
2295,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
2296,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
2297,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
2298,2015 Maruti Swift,Manual,Diesel,"18,206 km","3,97,699",2015
2299,2013 Maruti Swift,Manual,Diesel,"65,561 km","3,32,699",2013
2300,2015 Honda Amaze,Manual,Petrol,"69,906 km","4,67,499",2015
2301,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
2302,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
2303,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
2304,2014 Hyundai New Elantra,Manual,Diesel,"53,444 km","5,83,999",2014
2305,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
2306,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
2307,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
2308,2017 Maruti Swift Dzire,Manual,Petrol,"65,284 km","5,51,699",2017
2309,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
2310,2015 Maruti Swift,Manual,Petrol,"11,026 km","4,52,599",2015
2311,2013 Honda City,Manual,Petrol,"50,978 km","4,89,699",2013
2312,2017 Maruti Swift,Manual,Diesel,"97,591 km","5,09,199",2017
2313,2013 Maruti Swift,Manual,Petrol,"65,080 km","4,10,699",2013
2314,2013 Hyundai New Elantra,Manual,Diesel,"47,959 km","6,60,999",2013
2315,2017 Maruti Swift,Manual,Diesel,"97,591 km","5,09,199",2017
2316,2019 Honda City,Manual,Petrol,"17,133 km","9,14,399",2019
2317,2011 Toyota Corolla Altis,Manual,Petrol,"67,254 km","5,02,299",2011
2318,2013 Hyundai New Elantra,Manual,Diesel,"47,959 km","6,60,999",2013
2319,2015 Audi A6,Automatic,Diesel,"38,870 km","19,33,399",2015
2320,2016 Mahindra Scorpio,Manual,Diesel,"51,588 km","8,75,899",2016
2321,2019 Hyundai VENUE,Manual,Petrol,"31,118 km","8,67,899",2019
2322,2015 Maruti Swift,Manual,Diesel,"46,168 km","4,16,499",2015
2323,2020 Ford Ecosport,Manual,Diesel,"32,965 km","7,68,199",2020
2324,2020 Maruti Alto,Manual,Petrol,"13,235 km","3,67,299",2020
2325,2015 Hyundai Creta,Automatic,Diesel,"72,344 km","8,54,099",2015
2326,2019 Hyundai NEW SANTRO,Automatic,Petrol,"16,945 km","5,50,199",2019
2327,2013 Ford Ecosport,Manual,Diesel,"85,274 km","4,29,599",2013
2328,2017 Hyundai Creta,Manual,Diesel,"77,578 km","8,67,799",2017
2329,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
2330,2017 Hyundai Creta,Manual,Diesel,"77,578 km","8,67,799",2017
2331,2015 Ford Ecosport,Manual,Diesel,"43,310 km","5,10,399",2015
2332,2014 Maruti Swift Dzire,Manual,Diesel,"56,467 km","3,49,899",2014
2333,2017 Maruti Vitara Brezza,Manual,Diesel,"81,726 km","7,19,299",2017
2334,2015 Hyundai Creta,Automatic,Diesel,"72,344 km","8,54,099",2015
2335,2019 MG HECTOR,Automatic,Petrol,"11,155 km","17,43,399",2019
2336,2018 Mahindra XUV500,Manual,Diesel,"47,006 km","13,21,999",2018
2337,2018 Maruti Vitara Brezza,Automatic,Diesel,"56,040 km","9,46,199",2018
2338,2017 Maruti Ciaz,Manual,Diesel,"66,396 km","5,76,599",2017
2339,2012 Maruti Swift Dzire,Manual,Petrol,"53,634 km","3,47,399",2012
2340,2013 Maruti Swift,Manual,Diesel,"65,561 km","3,32,699",2013
2341,2015 Maruti Swift,Manual,Petrol,"11,026 km","4,52,599",2015
2342,2014 Maruti Swift Dzire,Manual,Diesel,"55,542 km","3,43,799",2014
2343,2013 Toyota Innova,Manual,Diesel,"63,967 km","6,59,299",2013
2344,2014 Maruti Swift Dzire,Manual,Diesel,"55,542 km","3,43,799",2014
2345,2013 Maruti Swift,Manual,Diesel,"1,14,506 km","3,30,499",2013
2346,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
2347,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
2348,2015 Maruti Swift,Manual,Diesel,"89,196 km","4,06,599",2015
2349,2014 Maruti Alto K10,Manual,Petrol,"40,562 km","2,87,299",2014
2350,2014 Maruti Alto K10,Manual,Petrol,"40,562 km","2,87,299",2014
2351,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
2352,2013 Maruti Swift,Manual,Diesel,"1,14,506 km","3,30,499",2013
2353,2014 Hyundai i20,Manual,Diesel,"72,216 km","3,95,599",2014
2354,2020 Ford Ecosport,Manual,Diesel,"32,965 km","7,68,199",2020
2355,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
2356,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
2357,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
2358,2015 Maruti Swift,Manual,Diesel,"92,086 km","3,90,999",2015
2359,2013 Maruti Swift,Manual,Diesel,"65,561 km","3,32,699",2013
2360,2015 Honda Amaze,Manual,Petrol,"69,906 km","4,67,499",2015
2361,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
2362,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
2363,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
2364,2014 Hyundai New Elantra,Manual,Diesel,"53,444 km","5,83,999",2014
2365,2017 Hyundai Grand i10,Manual,Petrol,"35,134 km","5,01,699",2017
2366,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
2367,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
2368,2017 Maruti Swift Dzire,Manual,Petrol,"65,284 km","5,51,699",2017
2369,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
2370,2015 Maruti Swift,Manual,Petrol,"11,026 km","4,52,599",2015
2371,2013 Honda City,Manual,Petrol,"50,978 km","4,89,699",2013
2372,2017 Maruti Swift,Manual,Diesel,"97,591 km","5,09,199",2017
2373,2013 Maruti Swift,Manual,Petrol,"65,080 km","4,10,699",2013
2374,2013 Hyundai New Elantra,Manual,Diesel,"47,959 km","6,60,999",2013
2375,2017 Maruti Swift,Manual,Diesel,"97,591 km","5,09,199",2017
2376,2019 Honda City,Manual,Petrol,"17,133 km","9,14,399",2019
2377,2011 Toyota Corolla Altis,Manual,Petrol,"67,254 km","5,02,299",2011
2378,2013 Hyundai New Elantra,Manual,Diesel,"47,959 km","6,60,999",2013
2379,2013 BMW 5 Series,Automatic,Diesel,"46,477 km","18,17,799",2013
2380,2016 Mahindra Scorpio,Manual,Diesel,"51,588 km","8,75,899",2016
2381,2019 Hyundai VENUE,Manual,Petrol,"31,118 km","8,67,899",2019
2382,2015 Maruti Swift,Manual,Diesel,"46,168 km","4,16,499",2015
2383,2020 Ford Ecosport,Manual,Diesel,"32,965 km","7,68,199",2020
2384,2020 Maruti Alto,Manual,Petrol,"13,235 km","3,67,299",2020
2385,2015 Hyundai Creta,Automatic,Diesel,"72,344 km","8,54,099",2015
2386,2019 Hyundai NEW SANTRO,Automatic,Petrol,"16,945 km","5,50,199",2019
2387,2013 Ford Ecosport,Manual,Diesel,"85,274 km","4,29,599",2013
2388,2017 Hyundai Creta,Manual,Diesel,"77,578 km","8,67,799",2017
2389,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
2390,2017 Hyundai Creta,Manual,Diesel,"77,578 km","8,67,799",2017
2391,2015 Ford Ecosport,Manual,Diesel,"43,310 km","5,10,399",2015
2392,2014 Maruti Swift Dzire,Manual,Diesel,"56,467 km","3,49,899",2014
2393,2017 Maruti Vitara Brezza,Manual,Diesel,"81,726 km","7,19,299",2017
2394,2015 Hyundai Creta,Automatic,Diesel,"72,344 km","8,54,099",2015
2395,2019 MG HECTOR,Automatic,Petrol,"11,155 km","17,43,399",2019
2396,2018 Mahindra XUV500,Manual,Diesel,"47,006 km","13,21,999",2018
2397,2018 Maruti Vitara Brezza,Automatic,Diesel,"56,040 km","9,46,199",2018
2398,2017 Maruti Ciaz,Manual,Diesel,"66,396 km","5,76,599",2017
2399,2012 Maruti Swift Dzire,Manual,Petrol,"53,634 km","3,47,399",2012
2400,2013 Maruti Swift,Manual,Diesel,"65,561 km","3,32,699",2013
2401,2015 Maruti Swift,Manual,Petrol,"11,026 km","4,52,599",2015
2402,2014 Maruti Swift Dzire,Manual,Diesel,"55,542 km","3,43,799",2014
2403,2013 Toyota Innova,Manual,Diesel,"63,967 km","6,59,299",2013
2404,2014 Maruti Swift Dzire,Manual,Diesel,"55,542 km","3,43,799",2014
2405,2013 Maruti Swift,Manual,Diesel,"1,14,506 km","3,30,499",2013
2406,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
2407,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
2408,2015 Maruti Swift,Manual,Diesel,"89,196 km","4,06,599",2015
2409,2014 Maruti Alto K10,Manual,Petrol,"40,562 km","2,87,299",2014
2410,2013 Maruti Swift,Manual,Diesel,"1,14,506 km","3,30,499",2013
2411,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
2412,2014 Maruti Alto K10,Manual,Petrol,"40,562 km","2,87,299",2014
2413,2014 Hyundai i20,Manual,Diesel,"72,216 km","3,95,599",2014
2414,2020 Ford Ecosport,Manual,Diesel,"32,965 km","7,68,199",2020
2415,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
2416,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
2417,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
2418,2015 Maruti Swift,Manual,Diesel,"92,086 km","3,90,999",2015
2419,2013 Maruti Swift,Manual,Diesel,"65,561 km","3,32,699",2013
2420,2015 Honda Amaze,Manual,Petrol,"69,906 km","4,67,499",2015
2421,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
2422,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
2423,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
2424,2014 Hyundai New Elantra,Manual,Diesel,"53,444 km","5,83,999",2014
2425,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
2426,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
2427,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
2428,2014 Maruti Swift Dzire,Manual,Diesel,"1,08,818 km","4,17,799",2014
2429,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
2430,2015 Maruti Swift,Manual,Petrol,"11,026 km","4,52,599",2015
2431,2013 Honda City,Manual,Petrol,"50,978 km","4,89,699",2013
2432,2017 Maruti Swift,Manual,Diesel,"97,591 km","5,09,199",2017
2433,2013 Maruti Swift,Manual,Petrol,"65,080 km","4,10,699",2013
2434,2013 Hyundai New Elantra,Manual,Diesel,"47,959 km","6,60,999",2013
2435,2017 Maruti Swift,Manual,Diesel,"97,591 km","5,09,199",2017
2436,2019 Honda City,Manual,Petrol,"17,133 km","9,14,399",2019
2437,2014 Hyundai New Elantra,Manual,Diesel,"53,444 km","5,83,999",2014
2438,2013 Hyundai New Elantra,Manual,Diesel,"47,959 km","6,60,999",2013
2439,2015 Audi A6,Automatic,Diesel,"38,870 km","19,33,399",2015
2440,2016 Mahindra Scorpio,Manual,Diesel,"51,588 km","8,75,899",2016
2441,2019 Hyundai VENUE,Manual,Petrol,"31,118 km","8,67,899",2019
2442,2014 Hyundai Grand i10,Manual,Petrol,"42,956 km","4,25,099",2014
2443,2020 Ford Ecosport,Manual,Diesel,"32,965 km","7,68,199",2020
2444,2020 Maruti Alto,Manual,Petrol,"13,235 km","3,67,299",2020
2445,2015 Hyundai Creta,Automatic,Diesel,"72,344 km","8,54,099",2015
2446,2019 Hyundai NEW SANTRO,Automatic,Petrol,"16,945 km","5,50,199",2019
2447,2013 Ford Ecosport,Manual,Diesel,"85,274 km","4,29,599",2013
2448,2017 Hyundai Creta,Manual,Diesel,"77,578 km","8,67,799",2017
2449,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
2450,2017 Hyundai Creta,Manual,Diesel,"77,578 km","8,67,799",2017
2451,2015 Ford Ecosport,Manual,Diesel,"43,310 km","5,10,399",2015
2452,2014 Maruti Swift Dzire,Manual,Diesel,"56,467 km","3,49,899",2014
2453,2017 Maruti Vitara Brezza,Manual,Diesel,"81,726 km","7,19,299",2017
2454,2015 Hyundai Creta,Automatic,Diesel,"72,344 km","8,54,099",2015
2455,2019 MG HECTOR,Automatic,Petrol,"11,155 km","17,43,399",2019
2456,2018 Mahindra XUV500,Manual,Diesel,"47,006 km","13,21,999",2018
2457,2018 Maruti Vitara Brezza,Automatic,Diesel,"56,040 km","9,46,199",2018
2458,2017 Maruti Ciaz,Manual,Diesel,"66,396 km","5,76,599",2017
2459,2012 Maruti Swift Dzire,Manual,Petrol,"53,634 km","3,47,399",2012
2460,2013 Maruti Swift,Manual,Diesel,"65,561 km","3,32,699",2013
2461,2016 Maruti Swift,Manual,Petrol,"58,818 km","4,07,599",2016
2462,2014 Maruti Swift Dzire,Manual,Diesel,"80,180 km","3,63,499",2014
2463,2018 Maruti Vitara Brezza,Manual,Diesel,"71,192 km","6,74,099",2018
2464,2014 Maruti Swift Dzire,Manual,Diesel,"55,542 km","3,43,799",2014
2465,2013 Maruti Swift,Manual,Diesel,"1,14,506 km","3,30,499",2013
2466,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
2467,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
2468,2015 Maruti Swift,Manual,Diesel,"89,196 km","4,06,599",2015
2469,2015 Hyundai Grand i10,Manual,Diesel,"1,10,169 km","3,30,799",2015
2470,2014 Maruti Alto K10,Manual,Petrol,"40,562 km","2,87,299",2014
2471,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
2472,2014 Maruti Alto K10,Manual,Petrol,"40,562 km","2,87,299",2014
2473,2013 Hyundai i20,Manual,Diesel,"32,431 km","3,63,799",2013
2474,2020 Ford Ecosport,Manual,Diesel,"32,965 km","7,68,199",2020
2475,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
2476,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
2477,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
2478,2015 Maruti Swift,Manual,Diesel,"18,206 km","3,97,699",2015
2479,2013 Maruti Swift,Manual,Diesel,"65,561 km","3,32,699",2013
2480,2015 Honda Amaze,Manual,Petrol,"69,906 km","4,67,499",2015
2481,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
2482,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
2483,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
2484,2014 Hyundai New Elantra,Manual,Diesel,"53,444 km","5,83,999",2014
2485,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
2486,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
2487,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
2488,2014 Maruti Swift Dzire,Manual,Diesel,"1,08,818 km","4,17,799",2014
2489,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
2490,2015 Maruti Swift,Manual,Petrol,"11,026 km","4,52,599",2015
2491,2013 Honda City,Manual,Petrol,"50,978 km","4,89,699",2013
2492,2017 Maruti Swift,Manual,Diesel,"97,591 km","5,09,199",2017
2493,2013 Maruti Swift,Manual,Petrol,"65,080 km","4,10,699",2013
2494,2013 Hyundai New Elantra,Manual,Diesel,"47,959 km","6,60,999",2013
2495,2017 Maruti Swift,Manual,Diesel,"52,121 km","5,73,799",2017
2496,2019 Honda City,Manual,Petrol,"17,133 km","9,14,399",2019
2497,2014 Hyundai New Elantra,Manual,Diesel,"53,444 km","5,83,999",2014
2498,2013 Hyundai New Elantra,Manual,Diesel,"47,959 km","6,60,999",2013
2499,2013 BMW 5 Series,Automatic,Diesel,"46,477 km","18,17,799",2013
2500,2016 Mahindra Scorpio,Manual,Diesel,"51,588 km","8,75,899",2016
2501,2019 Hyundai VENUE,Manual,Petrol,"31,118 km","8,67,899",2019
2502,2014 Hyundai Grand i10,Manual,Petrol,"42,956 km","4,25,099",2014
2503,2020 Ford Ecosport,Manual,Diesel,"32,965 km","7,68,199",2020
2504,2020 Maruti Alto,Manual,Petrol,"13,235 km","3,67,299",2020
2505,2015 Hyundai Creta,Automatic,Diesel,"72,344 km","8,54,099",2015
2506,2019 Hyundai NEW SANTRO,Automatic,Petrol,"16,945 km","5,50,199",2019
2507,2013 Ford Ecosport,Manual,Diesel,"85,274 km","4,29,599",2013
2508,2017 Hyundai Creta,Manual,Diesel,"77,578 km","8,67,799",2017
2509,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
2510,2017 Hyundai Creta,Manual,Diesel,"77,578 km","8,67,799",2017
2511,2015 Ford Ecosport,Manual,Diesel,"43,310 km","5,10,399",2015
2512,2014 Maruti Swift Dzire,Manual,Diesel,"56,467 km","3,49,899",2014
2513,2017 Maruti Vitara Brezza,Manual,Diesel,"81,726 km","7,19,299",2017
2514,2016 Mahindra Scorpio,Manual,Diesel,"46,876 km","11,57,499",2016
2515,2019 MG HECTOR,Automatic,Petrol,"11,155 km","17,43,399",2019
2516,2018 Mahindra XUV500,Manual,Diesel,"47,006 km","13,21,999",2018
2517,2018 Maruti Vitara Brezza,Automatic,Diesel,"56,040 km","9,46,199",2018
2518,2017 Maruti Ciaz,Manual,Diesel,"66,396 km","5,76,599",2017
2519,2012 Maruti Swift Dzire,Manual,Petrol,"53,634 km","3,47,399",2012
2520,2013 Maruti Swift,Manual,Diesel,"65,561 km","3,32,699",2013
2521,2015 Maruti Swift,Manual,Petrol,"11,026 km","4,52,599",2015
2522,2014 Maruti Swift Dzire,Manual,Diesel,"80,180 km","3,63,499",2014
2523,2018 Maruti Vitara Brezza,Manual,Diesel,"60,395 km","6,81,899",2018
2524,2014 Maruti Swift Dzire,Manual,Diesel,"55,542 km","3,43,799",2014
2525,2013 Maruti Swift,Manual,Diesel,"1,14,506 km","3,30,499",2013
2526,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
2527,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
2528,2015 Maruti Swift,Manual,Diesel,"89,196 km","4,06,599",2015
2529,2015 Hyundai Grand i10,Manual,Diesel,"1,10,169 km","3,30,799",2015
2530,2013 Maruti Swift,Manual,Diesel,"1,14,506 km","3,30,499",2013
2531,2019 Maruti Alto K10,Manual,Petrol,"10,395 km","4,27,199",2019
2532,2013 Maruti Swift,Manual,Diesel,"1,14,506 km","3,30,499",2013
2533,2013 Hyundai i20,Manual,Diesel,"37,840 km","3,33,699",2013
2534,2020 Ford Ecosport,Manual,Diesel,"32,965 km","7,68,199",2020
2535,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
2536,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
2537,2014 Honda Amaze,Automatic,Petrol,"31,538 km","4,75,099",2014
2538,2015 Maruti Swift,Manual,Diesel,"92,086 km","3,90,999",2015
2539,2013 Maruti Swift,Manual,Diesel,"65,561 km","3,32,699",2013
2540,2015 Honda Amaze,Manual,Petrol,"69,906 km","4,67,499",2015
2541,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
2542,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
2543,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
2544,2013 Hyundai New Elantra,Manual,Diesel,"47,959 km","6,60,999",2013
2545,2019 Tata Tiago,Manual,Petrol,"19,172 km","5,14,499",2019
2546,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
2547,2019 Hyundai NEW SANTRO,Manual,Petrol,"5,503 km","5,16,799",2019
